Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2021_IECA_268,Liability for Defective Products Act 1991,Liability for Defective Products Act,1991,,https://www.irishstatutebook.ie/1991/en/si/0316.html?q=Liability+for+Defective+Products+Act&years=1991,50188,61538
2021_IECA_268,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IECA_268,Statute of Limitations (Amendment) Act,Statute of Limitations Act,,Amendment,,18417,54104
2021_IECA_268,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2021_IECA_269,Companies Act 1990,Companies Act,1990,,https://www.irishstatutebook.ie/1990/en/si/0336.html?q=Companies+Act&years=1990,13012,2538
2021_IECA_269,Latent Damage Act 1986,Latent Damage Act,1986,,,44912,26673
2021_IECA_269,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2021_IECA_271,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2021_IECA_274,Harbours Act,Harbours Act,,,,64118,16541
2021_IECA_274,Local Government Act 2001,Local Government Act,2001,,,60066,32734
2021_IECA_275,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2021_IECA_275,Criminal Procedure Act 1865,Criminal Procedure Act,1865,,https://www.irishstatutebook.ie/1865/en/act/pub/0018/index.html?q=Criminal+Procedure+Act&years=1865,38820,20498
2021_IECA_275,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IECA_276,Criminal Justice (Administration) Act 1924,Criminal Justice Act,1924,Administration,,63458,64073
2021_IECA_279,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IECA_280,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2021_IECA_280,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IECA_280,Criminal Justice Act 1951,Criminal Justice Act,1951,,,15771,64073
2021_IECA_281,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2021_IECA_282,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2021_IECA_283,Disability Act 2005,Disability Act,2005,,https://www.irishstatutebook.ie/2005/en/si/0474.html?q=Disability+Act&years=2005,59319,19486
2021_IECA_283,Education Act,Education Act,,,,31427,42367
2021_IECA_283,EPSEN Act,EPSEN Act,,,,6917,62179
2021_IECA_283,Health Act 1947,Health Act,1947,,https://www.irishstatutebook.ie/1947/en/si/0342.html?q=Health+Act&years=1947,25,4333
2021_IECA_283,Interpretation Act,Interpretation Act,,,,21042,15307
2021_IECA_283,Disability Act,Disability Act,,,,65080,19486
2021_IECA_285,Criminal Law (Insanity) Act,Criminal Law Act,,Insanity,,49273,29070
2021_IECA_285,Disability Act,Disability Act,,,,65080,19486
2021_IECA_285,EPSEN Act,EPSEN Act,,,,6917,62179
2021_IECA_285,Health Act,Health Act,,,,55586,4333
2021_IECA_285,Special Educational Needs Act,Special Educational Needs Act,,,,37694,3509
2021_IECA_286,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IECA_286,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IECA_287,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2021_IECA_287,Statute of Limitations (Amendment) Act,Statute of Limitations Act,,Amendment,,18417,54104
2021_IECA_290,Offences Against the Person Act 1997,Offences Against the Person Act,1997,,,47878,48491
2021_IECA_290,Courts (Supplemental Provisions) Act 1961,Courts Act,1961,Supplemental Provisions,,39906,51915
2021_IECA_290,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2021_IECA_290,Criminal Law Act 1996,Criminal Law Act,1996,,,47923,29070
2021_IECA_290,Criminal Law Act 1997,Criminal Law Act,1997,,,32023,29070
2021_IECA_290,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IECA_291,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2021_IECA_292,Companies Act,Companies Act,,,,7487,2538
2021_IECA_292,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2021_IECA_292,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2021_IECA_292,Personal Insolvency (Amendment) Act,Personal Insolvency Act,,Amendment,,62806,20635
2021_IECA_292,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2021_IECA_295,Civil Legal Aid Act 1995,Civil Legal Aid Act,1995,,https://www.irishstatutebook.ie/1995/en/act/pub/0032/index.html?q=Civil+Legal+Aid+Act&years=1995,10053,46505
2021_IECA_295,Criminal Assets Bureau Act,Criminal Assets Bureau Act,,,,62841,15637
2021_IECA_295,Proceeds of Crime Act,Proceeds of Crime Act,,,,8338,32674
2021_IECA_295,Proceeds of Crime Act 1996,Proceeds of Crime Act,1996,,,30455,32674
2021_IECA_295,Proceeds of Crime Act 1996,Proceeds of Crime Act,1996,,,30455,32674
2021_IECA_297,Civil Liability and Courts Act,Civil Liability and Courts Act,,,,40406,36795
2021_IECA_297,Interpretation Act,Interpretation Act,,,,21042,15307
2021_IECA_297,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2021_IECA_297,Liability for Defective Products Act 1991,Liability for Defective Products Act,1991,,https://www.irishstatutebook.ie/1991/en/si/0316.html?q=Liability+for+Defective+Products+Act&years=1991,50188,61538
2021_IECA_297,Personal Injuries Assessment Board Act,Personal Injuries Assessment Board Act,,,,9890,20398
2021_IECA_297,PIAB Act 2003,PIAB Act,2003,,,35741,46516
2021_IECA_299,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IECA_299,Refugee Act 1996,Refugee Act,1996,,,8338,38594
2021_IECA_300,Bankruptcy and Insolvency Act 1857,Bankruptcy and Insolvency Act,1857,,,42595,4967
2021_IECA_300,Finance (Tax Appeals) Act,Finance Act,,Tax Appeals,,64030,27835
2021_IECA_300,Income Tax Act 1967,Income Tax Act,1967,,,55043,57971
2021_IECA_300,Taxes Consolidation Act,Taxes Consolidation Act,,,,55572,972
2021_IECA_300,Value Added Tax Act 2010,Value Added Tax Act,2010,,,28601,2374
2021_IECA_302,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2021_IECA_302,Extradition (European Union Conventions) Act 2001,Extradition Act,2001,European Union Conventions,https://www.irishstatutebook.ie/2001/en/act/pub/0049/index.html?q=Extradition+European+Union+Conventions+Act&years=2001,14790,44883
2021_IECA_302,Extradition Act,Extradition Act,,,,47231,44883
2021_IECA_302,Larceny Act,Larceny Act,,,,48627,56109
2021_IECA_302,Theft Act 1968,Theft Act,1968,,,36556,45614
2021_IECA_304,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IECA_306,Competition Act,Competition Act,,,,26014,48252
2021_IECA_306,Criminal Evidence Act 1992,Criminal Evidence Act,1992,,https://www.irishstatutebook.ie/1992/en/si/0129.html?q=Criminal+Evidence+Act&years=1992,26760,46362
2021_IECA_306,Criminal Justice (Miscellaneous Provisions) Act 1997,Criminal Justice Act,1997,Miscellaneous Provisions,,34472,64073
2021_IECA_306,Criminal Justice (Mutual Assistance) Act 2008,Criminal Justice Act,2008,Mutual Assistance,https://www.irishstatutebook.ie/2008/en/si/0338.html?q=Criminal+Justice+Mutual+Assistance+Act&years=2008,48411,64073
2021_IECA_306,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2021_IECA_306,Criminal Justice Act 2007,Criminal Justice Act,2007,,,32164,64073
2021_IECA_306,Criminal Law Act 1997,Criminal Law Act,1997,,,32023,29070
2021_IECA_307,Illegal Immigrants (Trafficking) Act 2000,Illegal Immigrants Act,2000,Trafficking,,10483,35527
2021_IECA_307,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IECA_308,Child Trafficking and Pornography Act 1988,Child Trafficking and Pornography Act,1988,,,18117,55367
2021_IECA_308,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2021_IECA_308,Criminal Law (Sexual Offences) Act 2006,Criminal Law Act,2006,Sexual Offences,,7671,29070
2021_IECA_308,Criminal Law (Sexual Offences) Act 2017,Criminal Law Act,2017,Sexual Offences,,62731,29070
2021_IECA_308,Criminal Procedure Act 1967,Criminal Procedure Act,1967,,,65317,20498
2021_IECA_308,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2021_IECA_310,Defamation Act,Defamation Act,,,,35653,40432
2021_IECA_312,Child Trafficking and Pornography Act 1998,Child Trafficking and Pornography Act,1998,,https://www.irishstatutebook.ie/1998/en/act/pub/0022/index.html?q=Child+Trafficking+and+Pornography+Act&years=1998,62098,55367
2021_IECA_312,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2021_IECA_312,Criminal Law (Rape) (Amendment) Act 1990,Criminal Law Act,1990,"Rape,Amendment",,40761,29070
2021_IECA_312,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2021_IECA_313,Child Trafficking and Pornography Act 1998,Child Trafficking and Pornography Act,1998,,https://www.irishstatutebook.ie/1998/en/act/pub/0022/index.html?q=Child+Trafficking+and+Pornography+Act&years=1998,62098,55367
2021_IECA_313,Sex Offenders Act,Sex Offenders Act,,,,4956,27839
2021_IECA_314,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IECA_314,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IECA_315,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2021_IECA_315,Criminal Justice (Female Genital Mutilation) Act,Criminal Justice Act,,Female Genital Mutilation,,30542,64073
2021_IECA_315,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2021_IECA_315,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IECA_315,European Communities Act 1972,European Communities Act,1972,,https://www.irishstatutebook.ie/1972/en/act/pub/0027/index.html?q=European+Communities+Act&years=1972,17210,15152
2021_IECA_315,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2021_IECA_316,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2021_IECA_316,Companies Act 1990,Companies Act,1990,,https://www.irishstatutebook.ie/1990/en/si/0336.html?q=Companies+Act&years=1990,13012,2538
2021_IECA_316,Courts Act,Courts Act,,,,49953,51915
2021_IECA_317,Interpretation Act 2015,Interpretation Act,2015,,,19639,15307
2021_IECA_317,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IECA_319,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IECA_320,Criminal Damage Act 1991,Criminal Damage Act,1991,,,46159,48846
2021_IECA_320,Criminal Justice Act 1999,Criminal Justice Act,1999,,,35236,64073
2021_IECA_320,Person Act 1997,Person Act,1997,,,12669,10370
2021_IECA_321,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2021_IECA_321,Criminal Justice Act 1993,Criminal Justice Act,1993,,,7849,64073
2021_IECA_321,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2021_IECA_322,Child Trafficking and Pornography Act 1998,Child Trafficking and Pornography Act,1998,,https://www.irishstatutebook.ie/1998/en/act/pub/0022/index.html?q=Child+Trafficking+and+Pornography+Act&years=1998,62098,55367
2021_IECA_322,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2021_IECA_322,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2021_IECA_322,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2021_IECA_322,Criminal Law (Sexual Offences) (Amendment) Act 2007,Criminal Law Act,2007,"Sexual Offences,Amendment",,32953,29070
2021_IECA_322,Criminal Law (Sexual Offences) Act 2006,Criminal Law Act,2006,Sexual Offences,,7671,29070
2021_IECA_322,Criminal Law (Sexual Offences) Act 2017,Criminal Law Act,2017,Sexual Offences,,62731,29070
2021_IECA_322,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2021_IECA_322,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2021_IECA_325,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2021_IECA_325,Prevention of Corruption Act,Prevention of Corruption Act,,,,15725,42988
2021_IECA_325,Prevention of Corruption Act 1906,Prevention of Corruption Act,1906,,,10520,42988
2021_IECA_326,Criminal Justice Act 1993,Criminal Justice Act,1993,,,7849,64073
2021_IECA_326,Firearms Act 1964,Firearms Act,1964,,,1214,36136
2021_IECA_327,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2021_IECA_327,Solicitors (Amendment) Act,Solicitors Act,,Amendment,,42772,59628
2021_IECA_327,Solicitors (Amendment) Act 1950,Solicitors Act,1950,Amendment,,64584,59628
2021_IECA_327,Solicitors (Amendment) Act 1960,Solicitors Act,1960,Amendment,https://www.irishstatutebook.ie/1960/en/si/0094.html?q=Solicitors+Amendment+Act&years=1960,9085,59628
2021_IECA_327,Solicitors (Amendment) Act 1994,Solicitors Act,1994,Amendment,https://www.irishstatutebook.ie/1994/en/act/pub/0027/index.html?q=Solicitors+Amendment+Act&years=1994,15503,59628
2021_IECA_327,Solicitors (Amendment) Act 2002,Solicitors Act,2002,Amendment,https://www.irishstatutebook.ie/2002/en/si/0494.html?q=Solicitors+Amendment+Act&years=2002,61089,59628
2021_IECA_329,Civil Liability and Courts Act,Civil Liability and Courts Act,,,,40406,36795
2021_IECA_329,Judicial Council Act 2019,Judicial Council Act,2019,,https://www.irishstatutebook.ie/2019/en/si/0457.html?q=Judicial+Council+Act&years=2019,48913,53150
2021_IECA_331,Criminal Justice (Money Laundering and Terrorist Financing) Act 2010,Criminal Justice Act,2010,Money Laundering and Terrorist Financing,https://www.irishstatutebook.ie/2010/en/act/pub/0006/index.html?q=Criminal+Justice+Money+Laundering+and+Terrorist+Financing+Act&years=2010,46086,64073
2021_IECA_332,Residential Tenancies Act,Residential Tenancies Act,,,,64365,16055
2021_IECA_332,Solicitors (Amendment) Act,Solicitors Act,,Amendment,,42772,59628
2021_IECA_333,Criminal Damage Act 1991,Criminal Damage Act,1991,,,46159,48846
2021_IECA_333,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2021_IECA_333,Person Act 1997,Person Act,1997,,,12669,10370
2021_IECA_333,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IECA_334,Finance Act 1989,Finance Act,1989,,https://www.irishstatutebook.ie/1989/en/si/0205.html?q=Finance+Act&years=1989,54293,27835
2021_IECA_334,Finance Act 2005,Finance Act,2005,,https://www.irishstatutebook.ie/2005/en/si/0052.html?q=Finance+Act&years=2005,19339,27835
2021_IECA_334,Value Added Tax Act 1972,Value Added Tax Act,1972,,https://www.irishstatutebook.ie/1972/en/act/pub/0022/index.html?q=Value+Added+Tax+Act&years=1972,34581,2374
2021_IECA_334,VAT Act,VAT Act,,,,51797,40781
2021_IECA_335,Courts (Supplemental Provisions) Act 1961,Courts Act,1961,Supplemental Provisions,,39906,51915
2021_IECA_335,Courts of Justice Act 1936,Courts of Justice Act,1936,,,47653,26565
2021_IECA_335,Equal Status Act 2000,Equal Status Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0168.html?q=Equal+Status+Act&years=2000,12662,63993
2021_IECA_335,Freedom of Information Act 1997,Freedom of Information Act,1997,,,921,12609
2021_IECA_335,Protected Disclosures Act 2014,Protected Disclosures Act,2014,,,23251,30033
2021_IECA_335,Residential Tenancies Act 2004,Residential Tenancies Act,2004,,,57774,16055
2021_IECA_335,Unfair Dismissals Act 1977,Unfair Dismissals Act,1977,,https://www.irishstatutebook.ie/1977/en/si/0138.html?q=Unfair+Dismissals+Act&years=1977,7434,22267
2021_IECA_335,Workplace Relations Act 2015,Workplace Relations Act,2015,,,997,34589
2021_IECA_336,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
